0,2.42103e+06
0.01,1.98283e+06
0.02,1.62498e+06
0.03,1.33275e+06
0.04,1.09411e+06
0.05,899217
0.06,740057
0.07,610069
0.08,503900
0.09,417178
0.1,346332
0.11,288448
0.12,241145
0.13,202479
0.14,170863
0.15,145001
0.16,123836
0.17,106503
0.18,92296.5
0.19,80642.1
0.2,71069.5
0.21,63195.1
0.22,56706.1
0.23,51346.9
0.24,46909.4
0.25,43223.4
0.26,40150.2
0.27,37576.9
0.28,35411.1
0.29,33577.7
0.3,32015.4
0.31,30674.3
0.32,29513.7
0.33,28500.5
0.34,27607.7
0.35,26813.5
0.36,26099.9
0.37,25452.5
0.38,24859.5
0.39,24311.4
0.4,23800.3
0.41,23320
0.42,22865.4
0.43,22432.3
0.44,22017.5
0.45,21618.2
0.46,21232.3
0.47,20858
0.48,20493.9
0.49,20138.9
0.5,19792
0.51,19452.6
0.52,19120
0.53,18793.8
0.54,18473.6
0.55,18159.1
0.56,17850.1
0.57,17546.3
0.58,17247.6
0.59,16953.8
0.6,16664.9
0.61,16380.8
0.62,16101.3
0.63,15826.5
0.64,15556.2
0.65,15290.4
0.66,15029
0.67,14772.1
0.68,14519.5
0.69,14271.1
0.7,14027.1
0.71,13787.2
0.72,13551.5
0.73,13319.9
0.74,13092.4
0.75,12868.8
0.76,12649.3
0.77,12433.6
0.78,12221.8
0.79,12013.8
0.8,11809.5
0.81,11609
0.82,11412.1
0.83,11218.7
0.84,11028.9
0.85,10842.6
0.86,10659.7
0.87,10480.2
0.88,10304
0.89,10131
0.9,9961.21
0.91,9794.58
0.92,9631.04
0.93,9470.53
0.94,9313.01
0.95,9158.41
0.96,9006.69
0.97,8857.79
0.98,8711.66
0.99,8568.24
1,8427.5
1.01,8289.37
1.02,8153.8
1.03,8020.76
1.04,7890.18
1.05,7762.03
1.06,7636.25
1.07,7512.8
1.08,7391.63
1.09,7272.7
1.1,7155.96
1.11,7041.38
1.12,6928.91
1.13,6818.5
1.14,6710.12
1.15,6603.72
1.16,6499.27
1.17,6396.72
1.18,6296.05
1.19,6197.2
1.2,6100.15
1.21,6004.86
1.22,5911.3
1.23,5819.42
1.24,5729.19
1.25,5640.59
1.26,5553.58
1.27,5468.12
1.28,5384.19
1.29,5301.76
1.3,5220.78
1.31,5141.25
1.32,5063.12
1.33,4986.37
1.34,4910.97
1.35,4836.9
1.36,4764.12
1.37,4692.62
1.38,4622.36
1.39,4553.32
1.4,4485.48
1.41,4418.82
1.42,4353.3
1.43,4288.91
1.44,4225.63
1.45,4163.43
1.46,4102.29
1.47,4042.19
1.48,3983.12
1.49,3925.04
1.5,3867.95
1.51,3811.82
1.52,3756.63
1.53,3702.36
1.54,3649.01
1.55,3596.54
1.56,3544.94
1.57,3494.2
1.58,3444.3
1.59,3395.23
1.6,3346.96
1.61,3299.48
1.62,3252.78
1.63,3206.84
1.64,3161.65
1.65,3117.19
1.66,3073.45
1.67,3030.42
1.68,2988.08
1.69,2946.42
1.7,2905.42
1.71,2865.09
1.72,2825.39
1.73,2786.33
1.74,2747.88
1.75,2710.05
1.76,2672.81
1.77,2636.15
1.78,2600.07
1.79,2564.56
1.8,2529.6
1.81,2495.18
1.82,2461.3
1.83,2427.94
1.84,2395.1
1.85,2362.76
1.86,2330.93
1.87,2299.57
1.88,2268.7
1.89,2238.3
1.9,2208.37
1.91,2178.89
1.92,2149.85
1.93,2121.25
1.94,2093.09
1.95,2065.35
1.96,2038.02
1.97,2011.1
1.98,1984.59
1.99,1958.47
2,1932.74
2.01,1907.39
2.02,1882.42
2.03,1857.81
2.04,1833.57
2.05,1809.68
2.06,1786.14
2.07,1762.95
2.08,1740.1
2.09,1717.58
2.1,1695.39
2.11,1673.51
2.12,1651.96
2.13,1630.72
2.14,1609.78
2.15,1589.14
2.16,1568.8
2.17,1548.76
2.18,1528.99
2.19,1509.51
2.2,1490.31
2.21,1471.38
2.22,1452.72
2.23,1434.32
2.24,1416.19
2.25,1398.3
2.26,1380.67
2.27,1363.29
2.28,1346.15
2.29,1329.25
2.3,1312.59
2.31,1296.16
2.32,1279.95
2.33,1263.98
2.34,1248.22
2.35,1232.68
2.36,1217.36
2.37,1202.24
2.38,1187.34
2.39,1172.64
2.4,1158.14
2.41,1143.84
2.42,1129.73
2.43,1115.82
2.44,1102.09
2.45,1088.56
2.46,1075.2
2.47,1062.03
2.48,1049.03
2.49,1036.21
2.5,1023.57
2.51,1011.09
2.52,998.78
2.53,986.635
2.54,974.653
2.55,962.832
2.56,951.168
2.57,939.659
2.58,928.303
2.59,917.099
2.6,906.042
2.61,895.132
2.62,884.367
2.63,873.743
2.64,863.26
2.65,852.914
2.66,842.704
2.67,832.629
2.68,822.685
2.69,812.871
2.7,803.186
2.71,793.627
2.72,784.192
2.73,774.88
2.74,765.689
2.75,756.618
2.76,747.664
2.77,738.825
2.78,730.101
2.79,721.489
2.8,712.989
2.81,704.598
2.82,696.314
2.83,688.137
2.84,680.065
2.85,672.095
2.86,664.228
2.87,656.462
2.88,648.794
2.89,641.224
2.9,633.75
2.91,626.371
2.92,619.086
2.93,611.893
2.94,604.791
2.95,597.779
2.96,590.855
2.97,584.019
2.98,577.268
2.99,570.603
3,564.022
3.01,557.523
3.02,551.105
3.03,544.768
3.04,538.51
3.05,532.33
3.06,526.228
3.07,520.201
3.08,514.25
3.09,508.372
3.1,502.568
3.11,496.835
3.12,491.174
3.13,485.582
3.14,480.06
3.15,474.606
3.16,469.22
3.17,463.9
3.18,458.645
3.19,453.455
3.2,448.329
3.21,443.265
3.22,438.264
3.23,433.324
3.24,428.445
3.25,423.625
3.26,418.864
3.27,414.161
3.28,409.516
3.29,404.927
3.3,400.394
3.31,395.916
3.32,391.493
3.33,387.123
3.34,382.806
3.35,378.541
3.36,374.328
3.37,370.166
3.38,366.054
3.39,361.992
3.4,357.979
3.41,354.014
3.42,350.096
3.43,346.226
3.44,342.403
3.45,338.625
3.46,334.892
3.47,331.204
3.48,327.561
3.49,323.961
3.5,320.403
3.51,316.889
3.52,313.416
3.53,309.985
3.54,306.594
3.55,303.244
3.56,299.934
3.57,296.663
3.58,293.43
3.59,290.236
3.6,287.08
3.61,283.961
3.62,280.88
3.63,277.834
3.64,274.825
3.65,271.85
3.66,268.912
3.67,266.007
3.68,263.137
3.69,260.301
3.7,257.497
3.71,254.727
3.72,251.99
3.73,249.284
3.74,246.61
3.75,243.967
3.76,241.356
3.77,238.774
3.78,236.223
3.79,233.702
3.8,231.21
3.81,228.747
3.82,226.313
3.83,223.907
3.84,221.529
3.85,219.179
3.86,216.856
3.87,214.56
3.88,212.29
3.89,210.047
3.9,207.83
3.91,205.638
3.92,203.472
3.93,201.331
3.94,199.215
3.95,197.122
3.96,195.054
3.97,193.01
3.98,190.99
3.99,188.992
4,187.018
4.01,185.066
4.02,183.137
4.03,181.229
4.04,179.344
4.05,177.48
4.06,175.638
4.07,173.816
4.08,172.016
4.09,170.236
4.1,168.476
4.11,166.736
4.12,165.017
4.13,163.316
4.14,161.636
4.15,159.974
4.16,158.331
4.17,156.707
4.18,155.101
4.19,153.514
4.2,151.944
4.21,150.392
4.22,148.858
4.23,147.342
4.24,145.842
4.25,144.359
4.26,142.893
4.27,141.444
4.28,140.011
4.29,138.594
4.3,137.193
4.31,135.808
4.32,134.439
4.33,133.085
4.34,131.746
4.35,130.422
4.36,129.113
4.37,127.819
4.38,126.539
4.39,125.274
4.4,124.023
4.41,122.785
4.42,121.562
4.43,120.352
4.44,119.156
4.45,117.973
4.46,116.804
4.47,115.647
4.48,114.504
4.49,113.373
4.5,112.254
4.51,111.148
4.52,110.055
4.53,108.973
4.54,107.904
4.55,106.846
4.56,105.801
4.57,104.766
4.58,103.744
4.59,102.732
4.6,101.732
4.61,100.743
4.62,99.7648
4.63,98.7975
4.64,97.8408
4.65,96.8946
4.66,95.959
4.67,95.0336
4.68,94.1184
4.69,93.2133
4.7,92.3182
4.71,91.433
4.72,90.5574
4.73,89.6915
4.74,88.8351
4.75,87.9882
4.76,87.1505
4.77,86.322
4.78,85.5025
4.79,84.6921
4.8,83.8905
4.81,83.0978
4.82,82.3136
4.83,81.5381
4.84,80.771
4.85,80.0123
4.86,79.2619
4.87,78.5197
4.88,77.7856
4.89,77.0594
4.9,76.3412
4.91,75.6308
4.92,74.9282
4.93,74.2331
4.94,73.5457
4.95,72.8656
4.96,72.193
4.97,71.5277
4.98,70.8696
4.99,70.2186
5,69.5747
5.01,68.9378
5.02,68.3077
5.03,67.6845
5.04,67.068
5.05,66.4582
5.06,65.8549
5.07,65.2582
